,Symbol,Time,Signal,Current Close,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4
295,EURUSD,05-07-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.16728,1.16955,1.16497,1.16707
390,EURUSD,05-07-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.16728,1.16955,1.16497,1.16707
391,EURUSD,10-07-2018 21:00,Sell,1.16726,1.16728,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.16843,1.16896,1.17253,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
296,EURUSD,10-07-2018 21:00,Sell,1.16726,1.16728,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.16843,1.16896,1.17253,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
377,EURUSD,10-07-2018 21:00,Sell,1.16726,1.16728,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.16843,1.16896,1.17253,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
153,EURUSD,10-07-2018 21:00,Sell,1.16726,1.16728,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.16843,1.16896,1.17253,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
72,EURUSD,10-07-2018 21:00,Sell,1.16726,1.16728,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.16843,1.16896,1.17253,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
221,EURJPY,22-07-2018 21:00,Sell,130.188,130.184,130.375,129.74200000000002,129.929,129.929,130.268,129.408,130.14700000000002,130.14600000000002,130.276,129.444,129.509,129.502,129.52200000000002,129.127,129.375
392,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
371,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
378,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
297,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
73,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
385,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
147,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
154,EURUSD,20-08-2018 00:00,Buy,1.15701,1.15701,1.16229,1.15531,1.15962,1.15961,1.1599700000000002,1.15298,1.15377,1.15375,1.1639700000000002,1.15347,1.16205,1.16141,1.16935,1.15943,1.1677799999999998
222,EURJPY,23-08-2018 00:00,Buy,129.289,129.299,129.834,128.79399999999998,129.71,129.709,130.273,129.63299999999998,130.024,130.023,130.85,129.582,130.735,130.735,130.864,129.414,129.511
146,EURUSD,07-10-2018 21:00,Sell,1.16726,1.1672799999999999,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.1684299999999999,1.16896,1.1725299999999999,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
384,EURUSD,07-10-2018 21:00,Sell,1.16726,1.1672799999999999,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.1684299999999999,1.16896,1.1725299999999999,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
370,EURUSD,07-10-2018 21:00,Sell,1.16726,1.1672799999999999,1.16955,1.16497,1.16707,1.16705,1.16868,1.16129,1.1684299999999999,1.16896,1.1725299999999999,1.16756,1.17109,1.17108,1.17446,1.16496,1.1660700000000002
298,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
379,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
155,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
74,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
372,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
148,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
386,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
393,EURUSD,18-11-2018 00:00,Buy,1.14526,1.14517,1.14723,1.1358700000000002,1.13696,1.13696,1.14245,1.13634,1.13838,1.13837,1.1434,1.13794,1.14002,1.14008,1.14209,1.13275,1.13355
