,Symbol,Time,Signal,Current Close,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4
86,EURUSD,05-04-2011 21:00,Sell,1.45379,1.4537799999999999,1.4587299999999999,1.43109,1.43146,1.43555,1.44408,1.42557,1.43648,1.43648,1.4412,1.42703,1.44087,1.44085,1.4422700000000002,1.41723,1.41914
310,EURUSD,05-04-2011 21:00,Sell,1.45379,1.4537799999999999,1.4587299999999999,1.43109,1.43146,1.43555,1.44408,1.42557,1.43648,1.43648,1.4412,1.42703,1.44087,1.44085,1.4422700000000002,1.41723,1.41914
164,EURJPY,17-04-2011 21:00,Sell,117.60600000000001,117.60600000000001,118.421,117.08,118.37200000000001,118.354,120.384,118.26100000000001,119.874,119.868,120.262,118.62299999999999,119.089,119.089,119.711,118.81200000000001,119.19200000000001
236,EURUSD,04-05-2011 21:00,Sell,1.45379,1.45378,1.45873,1.43109,1.43146,1.43555,1.44408,1.42557,1.43648,1.43648,1.4412,1.42703,1.44087,1.44085,1.4422700000000002,1.41723,1.41914
12,EURUSD,04-05-2011 21:00,Sell,1.45379,1.45378,1.45873,1.43109,1.43146,1.43555,1.44408,1.42557,1.43648,1.43648,1.4412,1.42703,1.44087,1.44085,1.4422700000000002,1.41723,1.41914
311,EURUSD,30-05-2011 00:00,Buy,1.43954,1.4395200000000001,1.44584,1.43208,1.43272,1.43274,1.45119,1.43077,1.44888,1.4489,1.46423,1.4454799999999999,1.46348,1.46068,1.46576,1.45573,1.45749
87,EURUSD,30-05-2011 00:00,Buy,1.43954,1.4395200000000001,1.44584,1.43208,1.43272,1.43274,1.45119,1.43077,1.44888,1.4489,1.46423,1.4454799999999999,1.46348,1.46068,1.46576,1.45573,1.45749
237,EURUSD,30-05-2011 00:00,Buy,1.43954,1.43952,1.44584,1.43208,1.43272,1.43274,1.45119,1.43077,1.44888,1.4489,1.46423,1.44548,1.46348,1.46068,1.46576,1.45573,1.45749
13,EURUSD,30-05-2011 00:00,Buy,1.43954,1.43952,1.44584,1.43208,1.43272,1.43274,1.45119,1.43077,1.44888,1.4489,1.46423,1.44548,1.46348,1.46068,1.46576,1.45573,1.45749
238,EURUSD,09-06-2011 21:00,Sell,1.43468,1.43246,1.44299,1.43201,1.4412,1.44114,1.44971,1.4378,1.44397,1.44395,1.44509,1.4156,1.41776,1.41775,1.42185,1.40731,1.42077
14,EURUSD,09-06-2011 21:00,Sell,1.43468,1.43246,1.44299,1.43201,1.4412,1.44114,1.44971,1.4378,1.44397,1.44395,1.44509,1.4156,1.41776,1.41775,1.42185,1.40731,1.42077
166,EURJPY,08-07-2011 21:00,Sell,110.22200000000001,110.211,110.759,109.088,110.61,110.60600000000001,111.242,108.3,108.947,108.947,109.884,108.02,109.399,109.38600000000001,109.603,108.52,109.258
88,EURUSD,06-09-2011 21:00,Sell,1.43468,1.43246,1.44299,1.43201,1.4412,1.4411399999999999,1.44971,1.4378,1.44397,1.44395,1.44509,1.4156,1.4177600000000001,1.41775,1.42185,1.40731,1.42077
312,EURUSD,06-09-2011 21:00,Sell,1.43468,1.43246,1.44299,1.43201,1.4412,1.4411399999999999,1.44971,1.4378,1.44397,1.44395,1.44509,1.4156,1.4177600000000001,1.41775,1.42185,1.40731,1.42077
239,EURUSD,11-10-2011 00:00,Buy,1.37907,1.37907,1.38255,1.36849,1.37765,1.37765,1.38935,1.37231,1.38808,1.38632,1.39139,1.37254,1.37371,1.37371,1.38156,1.3652799999999998,1.37513
15,EURUSD,11-10-2011 00:00,Buy,1.37907,1.37907,1.38255,1.36849,1.37765,1.37765,1.38935,1.37231,1.38808,1.38632,1.39139,1.37254,1.37371,1.37371,1.38156,1.3652799999999998,1.37513
167,EURJPY,10-11-2011 00:00,Buy,106.536,106.523,106.566,105.124,105.932,105.927,107.44200000000001,105.587,107.149,106.852,107.67399999999999,105.35700000000001,105.54,105.54700000000001,106.2,104.77,105.634
89,EURUSD,10-11-2011 00:00,Buy,1.37907,1.37907,1.38255,1.36849,1.37765,1.37765,1.38935,1.3723100000000001,1.38808,1.38632,1.39139,1.3725399999999999,1.37371,1.37371,1.3815600000000001,1.3652799999999998,1.37513
313,EURUSD,10-11-2011 00:00,Buy,1.37907,1.37907,1.38255,1.36849,1.37765,1.37765,1.38935,1.3723100000000001,1.38808,1.38632,1.39139,1.3725399999999999,1.37371,1.37371,1.3815600000000001,1.3652799999999998,1.37513
168,EURJPY,14-11-2011 22:00,Sell,104.286,104.302,104.381,103.404,103.73700000000001,103.735,104.163,103.404,103.61399999999999,103.61399999999999,104.288,103.51100000000001,103.96600000000001,103.83200000000001,104.215,103.225,103.70100000000001
162,EURJPY,01-12-2011 00:00,Buy,110.656,110.65700000000001,110.984,110.068,110.917,110.765,110.948,109.56700000000001,109.898,109.883,111.15100000000001,109.58200000000001,110.505,110.505,111.054,110.322,110.49
169,EURJPY,18-01-2012 00:00,Buy,99.99,99.98700000000001,100.33,99.419,99.566,99.072,100.486,99.072,100.24600000000001,100.24799999999999,101.291,100.021,101.24600000000001,101.24600000000001,101.954,100.97,101.931
90,EURUSD,18-01-2012 00:00,Buy,1.29681,1.29675,1.29855,1.28894,1.29308,1.2876100000000001,1.30523,1.28758,1.30122,1.30132,1.30592,1.2953,1.3035299999999999,1.30355,1.31202,1.2930700000000002,1.31057
16,EURUSD,18-01-2012 00:00,Buy,1.29681,1.29675,1.29855,1.28894,1.29308,1.28761,1.30523,1.28758,1.30122,1.30132,1.30592,1.2953,1.30353,1.30355,1.31202,1.2930700000000002,1.31057
240,EURUSD,18-01-2012 00:00,Buy,1.29681,1.29675,1.29855,1.28894,1.29308,1.28761,1.30523,1.28758,1.30122,1.30132,1.30592,1.2953,1.30353,1.30355,1.31202,1.2930700000000002,1.31057
314,EURUSD,18-01-2012 00:00,Buy,1.29681,1.29675,1.29855,1.28894,1.29308,1.2876100000000001,1.30523,1.28758,1.30122,1.30132,1.30592,1.2953,1.3035299999999999,1.30355,1.31202,1.2930700000000002,1.31057
170,EURJPY,29-01-2012 22:00,Sell,100.34200000000001,100.34100000000001,100.87899999999999,99.535,99.78,99.78,100.693,99.24,100.26899999999999,100.27,100.455,99.619,100.182,100.182,100.87899999999999,99.92299999999999,100.78200000000001
241,EURUSD,14-02-2012 22:00,Sell,1.30652,1.30653,1.31551,1.29751,1.31298,1.31299,1.31967,1.31149,1.31425,1.31795,1.32766,1.31733,1.32416,1.3242,1.32926,1.3187,1.32329
91,EURUSD,14-02-2012 22:00,Sell,1.3065200000000001,1.30653,1.31551,1.29751,1.31298,1.3129899999999999,1.3196700000000001,1.31149,1.31425,1.31795,1.32766,1.31733,1.32416,1.3242,1.32926,1.3187,1.3232899999999999
315,EURUSD,14-02-2012 22:00,Sell,1.3065200000000001,1.30653,1.31551,1.29751,1.31298,1.3129899999999999,1.3196700000000001,1.31149,1.31425,1.31795,1.32766,1.31733,1.32416,1.3242,1.32926,1.3187,1.3232899999999999
17,EURUSD,14-02-2012 22:00,Sell,1.30652,1.30653,1.31551,1.29751,1.31298,1.31299,1.31967,1.31149,1.31425,1.31795,1.32766,1.31733,1.32416,1.3242,1.32926,1.3187,1.32329
95,EURUSD,07-03-2012 21:00,Sell,1.25261,1.25264,1.25381,1.23638,1.23904,1.23905,1.2400799999999998,1.22596,1.2285,1.22584,1.23227,1.22558,1.23119,1.23114,1.23336,1.2235,1.22491
319,EURUSD,07-03-2012 21:00,Sell,1.25261,1.25264,1.25381,1.23638,1.23904,1.23905,1.2400799999999998,1.22596,1.2285,1.22584,1.23227,1.22558,1.23119,1.23114,1.23336,1.2235,1.22491
171,EURJPY,04-04-2012 21:00,Sell,107.572,107.58200000000001,107.83,106.546,106.76100000000001,106.76299999999999,107.241,106.11,106.785,106.78299999999999,107.47200000000001,105.47,105.522,105.522,106.686,105.447,105.985
172,EURJPY,19-04-2012 00:00,Buy,107.76799999999999,107.45,107.79899999999999,106.31700000000001,106.789,106.796,107.39299999999999,106.305,107.311,107.30799999999999,107.65299999999999,107.119,107.506,107.49799999999999,107.647,106.48,107.052
173,EURJPY,22-04-2012 21:00,Sell,106.789,106.796,107.39299999999999,106.305,107.311,107.30799999999999,107.65299999999999,107.119,107.506,107.49799999999999,107.647,106.48,107.052,107.055,107.471,106.156,106.376
177,EURJPY,11-06-2012 22:00,Sell,102.152,102.148,102.18700000000001,101.023,101.28399999999999,101.286,101.74,100.421,101.009,101.035,101.28399999999999,100.867,101.01899999999999,101.01799999999999,101.244,100.322,100.83
316,EURUSD,17-06-2012 00:00,Buy,1.2576,1.2576,1.27302,1.2568700000000002,1.2684600000000001,1.26844,1.2740799999999999,1.26383,1.27068,1.2705899999999999,1.27071,1.2531299999999999,1.25396,1.25397,1.2583,1.2518799999999999,1.2566899999999999
18,EURUSD,17-06-2012 00:00,Buy,1.2576,1.2576,1.27302,1.2568700000000002,1.26846,1.26844,1.27408,1.26383,1.27068,1.27059,1.27071,1.25313,1.25396,1.25397,1.2583,1.25188,1.25669
92,EURUSD,17-06-2012 00:00,Buy,1.2576,1.2576,1.27302,1.2568700000000002,1.2684600000000001,1.26844,1.2740799999999999,1.26383,1.27068,1.2705899999999999,1.27071,1.2531299999999999,1.25396,1.25397,1.2583,1.2518799999999999,1.2566899999999999
242,EURUSD,17-06-2012 00:00,Buy,1.2576,1.2576,1.27302,1.2568700000000002,1.26846,1.26844,1.27408,1.26383,1.27068,1.27059,1.27071,1.25313,1.25396,1.25397,1.2583,1.25188,1.25669
174,EURJPY,19-06-2012 00:00,Buy,101.05,101.051,101.62200000000001,100.51,100.67200000000001,100.67200000000001,101.226,100.374,101.07,100.89200000000001,101.10600000000001,99.15700000000001,99.601,99.603,99.881,98.744,99.319
243,EURUSD,20-06-2012 21:00,Sell,1.25396,1.25397,1.2583,1.25188,1.25669,1.25432,1.25577,1.24709,1.2503,1.2503,1.253,1.24416,1.2492,1.2492299999999998,1.25079,1.2445,1.24688
317,EURUSD,20-06-2012 21:00,Sell,1.25396,1.25397,1.2583,1.2518799999999999,1.2566899999999999,1.25432,1.25577,1.24709,1.2503,1.2503,1.253,1.24416,1.2492,1.2492299999999998,1.25079,1.2445,1.24688
93,EURUSD,20-06-2012 21:00,Sell,1.25396,1.25397,1.2583,1.2518799999999999,1.2566899999999999,1.25432,1.25577,1.24709,1.2503,1.2503,1.253,1.24416,1.2492,1.2492299999999998,1.25079,1.2445,1.24688
19,EURUSD,20-06-2012 21:00,Sell,1.25396,1.25397,1.2583,1.25188,1.25669,1.25432,1.25577,1.24709,1.2503,1.2503,1.253,1.24416,1.2492,1.2492299999999998,1.25079,1.2445,1.24688
175,EURJPY,24-06-2012 21:00,Sell,99.601,99.603,99.881,98.744,99.319,99.316,99.61,99.068,99.37899999999999,99.37899999999999,99.469,98.325,98.855,98.855,101.39,98.52799999999999,101.065
94,EURUSD,28-06-2012 00:00,Buy,1.26627,1.2675,1.26777,1.25679,1.25748,1.2575,1.2626899999999999,1.25586,1.2606700000000002,1.2606700000000002,1.26073,1.25082,1.25261,1.25264,1.25381,1.23638,1.23904
318,EURUSD,28-06-2012 00:00,Buy,1.26627,1.2675,1.26777,1.25679,1.25748,1.2575,1.2626899999999999,1.25586,1.2606700000000002,1.2606700000000002,1.26073,1.25082,1.25261,1.25264,1.25381,1.23638,1.23904
244,EURUSD,28-06-2012 00:00,Buy,1.26627,1.2675,1.26777,1.25679,1.25748,1.2575,1.26269,1.25586,1.2606700000000002,1.2606700000000002,1.26073,1.25082,1.25261,1.25264,1.25381,1.23638,1.23904
20,EURUSD,28-06-2012 00:00,Buy,1.26627,1.2675,1.26777,1.25679,1.25748,1.2575,1.26269,1.25586,1.2606700000000002,1.2606700000000002,1.26073,1.25082,1.25261,1.25264,1.25381,1.23638,1.23904
176,EURJPY,28-06-2012 00:00,Buy,101.065,101.23100000000001,101.28399999999999,99.757,99.992,99.992,100.83,99.88600000000001,100.60700000000001,100.60700000000001,100.661,99.792,100.038,100.038,100.336,98.787,99.012
245,EURUSD,03-07-2012 21:00,Sell,1.25261,1.25264,1.25381,1.23638,1.23904,1.23905,1.2400799999999998,1.22596,1.2285,1.22584,1.23227,1.22558,1.23119,1.23114,1.23336,1.2235,1.22491
21,EURUSD,03-07-2012 21:00,Sell,1.25261,1.25264,1.25381,1.23638,1.23904,1.23905,1.2400799999999998,1.22596,1.2285,1.22584,1.23227,1.22558,1.23119,1.23114,1.23336,1.2235,1.22491
96,EURUSD,26-07-2012 00:00,Buy,1.2318200000000001,1.22946,1.23102,1.22246,1.226,1.226,1.23291,1.2248,1.23024,1.23033,1.2336200000000002,1.2218,1.22242,1.22243,1.23888,1.21339,1.21794
246,EURUSD,26-07-2012 00:00,Buy,1.23182,1.22946,1.23102,1.22246,1.226,1.226,1.23291,1.2248,1.23024,1.23033,1.2336200000000002,1.2218,1.22242,1.22243,1.23888,1.21339,1.21794
22,EURUSD,26-07-2012 00:00,Buy,1.23182,1.22946,1.23102,1.22246,1.226,1.226,1.23291,1.2248,1.23024,1.23033,1.2336200000000002,1.2218,1.22242,1.22243,1.23888,1.21339,1.21794
320,EURUSD,26-07-2012 00:00,Buy,1.2318200000000001,1.22946,1.23102,1.22246,1.226,1.226,1.23291,1.2248,1.23024,1.23033,1.2336200000000002,1.2218,1.22242,1.22243,1.23888,1.21339,1.21794
23,EURUSD,31-07-2012 21:00,Sell,1.22242,1.22243,1.23888,1.21339,1.21794,1.21794,1.23919,1.21664,1.23852,1.23925,1.24429,1.23413,1.23993,1.23997,1.24417,1.23757,1.2398
247,EURUSD,31-07-2012 21:00,Sell,1.22242,1.22243,1.23888,1.21339,1.21794,1.21794,1.23919,1.21664,1.23852,1.23925,1.24429,1.23413,1.23993,1.23997,1.24417,1.23757,1.2398
321,EURUSD,31-07-2012 21:00,Sell,1.22242,1.22243,1.23888,1.21339,1.21794,1.21794,1.23919,1.21664,1.23852,1.23925,1.24429,1.23413,1.23993,1.23997,1.24417,1.23757,1.2398
97,EURUSD,31-07-2012 21:00,Sell,1.22242,1.22243,1.23888,1.21339,1.21794,1.21794,1.23919,1.21664,1.23852,1.23925,1.24429,1.23413,1.23993,1.23997,1.24417,1.23757,1.2398
178,EURJPY,14-11-2012 00:00,Buy,103.74600000000001,103.74700000000001,103.887,103.04,103.587,103.71600000000001,104.323,103.51,104.307,104.31,104.764,103.667,104.679,104.682,105.883,104.09299999999999,105.86399999999999
322,EURUSD,19-02-2013 22:00,Sell,1.328,1.328,1.32891,1.31606,1.31887,1.3188799999999998,1.3244200000000002,1.3145,1.31902,1.32154,1.33171,1.30471,1.30617,1.30619,1.31187,1.3018,1.30606
98,EURUSD,19-02-2013 22:00,Sell,1.328,1.328,1.32891,1.31606,1.31887,1.3188799999999998,1.3244200000000002,1.3145,1.31902,1.32154,1.33171,1.30471,1.30617,1.30619,1.31187,1.3018,1.30606
24,EURUSD,19-02-2013 22:00,Sell,1.328,1.328,1.32891,1.31606,1.31887,1.3188799999999998,1.3244200000000002,1.3145,1.31902,1.32154,1.33171,1.30471,1.30617,1.30619,1.31187,1.3018,1.30606
248,EURUSD,19-02-2013 22:00,Sell,1.328,1.328,1.32891,1.31606,1.31887,1.3188799999999998,1.3244200000000002,1.3145,1.31902,1.32154,1.33171,1.30471,1.30617,1.30619,1.31187,1.3018,1.30606
179,EURJPY,20-02-2013 22:00,Sell,122.804,122.80799999999999,123.76899999999999,122.527,123.189,124.911,125.212,118.735,119.913,119.9,121.35700000000001,118.97399999999999,120.12,120.12,121.45200000000001,119.208,121.18
182,EURJPY,04-03-2013 00:00,Buy,124.601,124.605,127.28200000000001,123.86200000000001,126.71,127.374,129.266,127.363,129.247,129.249,130.088,128.43,129.535,129.534,130.53,129.403,130.398
181,EURJPY,17-03-2013 21:00,Sell,123.33200000000001,123.33200000000001,124.12100000000001,121.82600000000001,122.58200000000001,122.58200000000001,124.49600000000001,122.027,124.167,124.167,124.37,122.03,122.39299999999999,122.39299999999999,123.456,121.45,122.726
99,EURUSD,04-04-2013 00:00,Buy,1.2994299999999999,1.29732,1.30365,1.29685,1.30082,1.30081,1.31025,1.30056,1.3082200000000002,1.3082200000000002,1.31217,1.30523,1.3069899999999999,1.30698,1.3138,1.30436,1.31008
25,EURUSD,04-04-2013 00:00,Buy,1.29943,1.29732,1.30365,1.29685,1.30082,1.30081,1.31025,1.30056,1.3082200000000002,1.3082200000000002,1.31217,1.30523,1.30699,1.30698,1.3138,1.30436,1.31008
249,EURUSD,04-04-2013 00:00,Buy,1.29943,1.29732,1.30365,1.29685,1.30082,1.30081,1.31025,1.30056,1.3082200000000002,1.3082200000000002,1.31217,1.30523,1.30699,1.30698,1.3138,1.30436,1.31008
323,EURUSD,04-04-2013 00:00,Buy,1.2994299999999999,1.29732,1.30365,1.29685,1.30082,1.30081,1.31025,1.30056,1.3082200000000002,1.3082200000000002,1.31217,1.30523,1.3069899999999999,1.30698,1.3138,1.30436,1.31008
183,EURJPY,25-04-2013 21:00,Sell,127.67,127.796,128.589,127.05,128.029,128.016,128.512,127.2,128.255,128.293,128.924,127.848,128.338,128.338,129.904,127.50200000000001,127.932
26,EURUSD,09-05-2013 21:00,Sell,1.29899,1.29724,1.2997,1.29415,1.29747,1.29748,1.30289,1.29181,1.29189,1.29187,1.29424,1.2843,1.28862,1.28862,1.2929700000000002,1.28463,1.2881200000000002
250,EURUSD,09-05-2013 21:00,Sell,1.29899,1.29724,1.2997,1.29415,1.29747,1.29748,1.30289,1.29181,1.29189,1.29187,1.29424,1.2843,1.28862,1.28862,1.2929700000000002,1.28463,1.2881200000000002
180,EURJPY,03-06-2013 00:00,Buy,124.26299999999999,124.26700000000001,125.96,123.79799999999999,124.821,124.645,125.65799999999999,124.63,125.58200000000001,125.58200000000001,126.03,124.382,125.22,125.22,125.225,124.175,124.54899999999999
27,EURUSD,23-06-2013 21:00,Sell,1.3119299999999998,1.31198,1.31506,1.3065,1.3081200000000002,1.30806,1.3087,1.29849,1.30119,1.30119,1.30546,1.3,1.30385,1.30382,1.31029,1.29913,1.30096
101,EURUSD,23-06-2013 21:00,Sell,1.3119299999999998,1.31198,1.3150600000000001,1.3065,1.3081200000000002,1.30806,1.3087,1.29849,1.30119,1.30119,1.30546,1.3,1.30385,1.30382,1.31029,1.29913,1.3009600000000001
251,EURUSD,23-06-2013 21:00,Sell,1.3119299999999998,1.31198,1.31506,1.3065,1.3081200000000002,1.30806,1.3087,1.29849,1.30119,1.30119,1.30546,1.3,1.30385,1.30382,1.31029,1.29913,1.30096
325,EURUSD,23-06-2013 21:00,Sell,1.3119299999999998,1.31198,1.3150600000000001,1.3065,1.3081200000000002,1.30806,1.3087,1.29849,1.30119,1.30119,1.30546,1.3,1.30385,1.30382,1.31029,1.29913,1.3009600000000001
28,EURUSD,10-07-2013 00:00,Buy,1.30964,1.30968,1.31001,1.2999,1.30679,1.3076299999999998,1.308,1.2993,1.30617,1.30617,1.31745,1.30528,1.31621,1.3162,1.31768,1.30829,1.31248
252,EURUSD,10-07-2013 00:00,Buy,1.30964,1.30968,1.31001,1.2999,1.30679,1.3076299999999998,1.308,1.2993,1.30617,1.30617,1.31745,1.30528,1.31621,1.3162,1.31768,1.30829,1.31248
103,EURUSD,28-08-2013 21:00,Sell,1.32407,1.32409,1.32548,1.31734,1.32208,1.32108,1.3227,1.31836,1.3190600000000001,1.3190600000000001,1.31968,1.31385,1.31701,1.31705,1.3217700000000001,1.3157,1.3206799999999999
327,EURUSD,28-08-2013 21:00,Sell,1.32407,1.32409,1.32548,1.31734,1.32208,1.32108,1.3227,1.31836,1.3190600000000001,1.3190600000000001,1.31968,1.31385,1.31701,1.31705,1.3217700000000001,1.3157,1.3206799999999999
253,EURUSD,28-08-2013 21:00,Sell,1.32407,1.32409,1.32548,1.31734,1.32208,1.32108,1.3227,1.31836,1.31906,1.31906,1.31968,1.31385,1.31701,1.31705,1.32177,1.3157,1.32068
29,EURUSD,28-08-2013 21:00,Sell,1.32407,1.32409,1.32548,1.31734,1.32208,1.32108,1.3227,1.31836,1.31906,1.31906,1.31968,1.31385,1.31701,1.31705,1.32177,1.3157,1.32068
324,EURUSD,05-09-2013 21:00,Sell,1.2989899999999999,1.29724,1.2997,1.29415,1.2974700000000001,1.29748,1.3028899999999999,1.2918100000000001,1.29189,1.29187,1.29424,1.2843,1.28862,1.28862,1.2929700000000002,1.28463,1.2881200000000002
100,EURUSD,05-09-2013 21:00,Sell,1.2989899999999999,1.29724,1.2997,1.29415,1.2974700000000001,1.29748,1.3028899999999999,1.2918100000000001,1.29189,1.29187,1.29424,1.2843,1.28862,1.28862,1.2929700000000002,1.28463,1.2881200000000002
254,EURUSD,10-09-2013 00:00,Buy,1.33103,1.33095,1.33244,1.32552,1.3299,1.3299,1.3321,1.32538,1.3293,1.33528,1.33854,1.33301,1.33335,1.33335,1.33692,1.33248,1.33578
30,EURUSD,10-09-2013 00:00,Buy,1.33103,1.33095,1.33244,1.32552,1.3299,1.3299,1.3321,1.32538,1.3293,1.33528,1.33854,1.33301,1.33335,1.33335,1.33692,1.33248,1.33578
326,EURUSD,07-10-2013 00:00,Buy,1.30964,1.30968,1.3100100000000001,1.2999,1.30679,1.3076299999999998,1.308,1.2993,1.30617,1.30617,1.31745,1.30528,1.31621,1.3162,1.31768,1.30829,1.3124799999999999
102,EURUSD,07-10-2013 00:00,Buy,1.30964,1.30968,1.3100100000000001,1.2999,1.30679,1.3076299999999998,1.308,1.2993,1.30617,1.30617,1.31745,1.30528,1.31621,1.3162,1.31768,1.30829,1.3124799999999999
328,EURUSD,09-10-2013 00:00,Buy,1.33103,1.33095,1.33244,1.32552,1.3299,1.3299,1.3321,1.32538,1.3293,1.33528,1.33854,1.33301,1.33335,1.33335,1.33692,1.3324799999999999,1.33578
104,EURUSD,09-10-2013 00:00,Buy,1.33103,1.33095,1.33244,1.32552,1.3299,1.3299,1.3321,1.32538,1.3293,1.33528,1.33854,1.33301,1.33335,1.33335,1.33692,1.3324799999999999,1.33578
329,EURUSD,30-10-2013 21:00,Sell,1.35832,1.35833,1.35894,1.34795,1.34853,1.34866,1.35243,1.3442,1.3513899999999999,1.3514,1.3522399999999999,1.3449,1.3474,1.34742,1.35471,1.34675,1.3512600000000001
31,EURUSD,30-10-2013 21:00,Sell,1.35832,1.35833,1.35894,1.34795,1.34853,1.34866,1.35243,1.3442,1.35139,1.3514,1.35224,1.3449,1.3474,1.34742,1.35471,1.34675,1.35126
255,EURUSD,30-10-2013 21:00,Sell,1.35832,1.35833,1.35894,1.34795,1.34853,1.34866,1.35243,1.3442,1.35139,1.3514,1.35224,1.3449,1.3474,1.34742,1.35471,1.34675,1.35126
105,EURUSD,30-10-2013 21:00,Sell,1.35832,1.35833,1.35894,1.34795,1.34853,1.34866,1.35243,1.3442,1.3513899999999999,1.3514,1.3522399999999999,1.3449,1.3474,1.34742,1.35471,1.34675,1.3512600000000001
32,EURUSD,26-11-2013 00:00,Buy,1.35795,1.35791,1.3618,1.35636,1.36047,1.36043,1.36216,1.358,1.35899,1.35848,1.3615700000000002,1.35255,1.35417,1.35416,1.36137,1.3524,1.35888
106,EURUSD,26-11-2013 00:00,Buy,1.35795,1.35791,1.3618,1.35636,1.36047,1.36043,1.36216,1.358,1.35899,1.35848,1.3615700000000002,1.35255,1.35417,1.35416,1.36137,1.3524,1.3588799999999999
256,EURUSD,26-11-2013 00:00,Buy,1.35795,1.35791,1.3618,1.35636,1.36047,1.36043,1.36216,1.358,1.35899,1.35848,1.3615700000000002,1.35255,1.35417,1.35416,1.36137,1.3524,1.35888
330,EURUSD,26-11-2013 00:00,Buy,1.35795,1.35791,1.3618,1.35636,1.36047,1.36043,1.36216,1.358,1.35899,1.35848,1.3615700000000002,1.35255,1.35417,1.35416,1.36137,1.3524,1.3588799999999999
108,EURUSD,07-01-2014 21:00,Sell,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944,1.35945,1.36091,1.35759,1.36042,1.36043,1.3617299999999999,1.3588200000000001,1.3611799999999998
332,EURUSD,07-01-2014 21:00,Sell,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944,1.35945,1.36091,1.35759,1.36042,1.36043,1.3617299999999999,1.3588200000000001,1.3611799999999998
185,EURJPY,15-01-2014 00:00,Buy,142.113,142.114,142.161,140.97,141.19899999999996,141.076,141.379,140.32,141.167,141.167,141.855,141.031,141.417,141.417,141.829,141.055,141.59799999999996
186,EURJPY,16-01-2014 22:00,Sell,141.19899999999996,141.076,141.379,140.32,141.167,141.167,141.855,141.031,141.417,141.417,141.829,141.055,141.59799999999996,141.59,142.415,141.03,141.43
187,EURJPY,17-02-2014 00:00,Buy,140.819,140.826,140.914,140.0,140.498,140.5,140.622,139.19899999999998,140.3,140.298,141.268,140.297,140.77,140.734,141.043,140.344,140.778
188,EURJPY,06-03-2014 00:00,Buy,139.71,139.719,139.988,138.67600000000002,139.892,139.892,139.969,139.35299999999998,139.781,139.825,140.091,139.268,139.369,139.369,139.422,138.453,138.66899999999998
189,EURJPY,06-04-2014 21:00,Sell,139.892,139.892,139.969,139.35299999999998,139.781,139.825,140.091,139.268,139.369,139.369,139.422,138.453,138.66899999999998,138.665,138.665,137.874,138.114
191,EURJPY,08-04-2014 21:00,Sell,137.225,137.225,137.236,136.157,136.63299999999998,136.627,137.122,136.266,136.425,136.417,136.941,135.72799999999998,136.787,137.023,137.028,136.595,136.774
257,EURUSD,29-06-2014 00:00,Buy,1.3692,1.3692,1.37004,1.36755,1.36786,1.36786,1.36824,1.364,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944
107,EURUSD,29-06-2014 00:00,Buy,1.3692,1.3692,1.37004,1.36755,1.36786,1.36786,1.36824,1.364,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944
33,EURUSD,29-06-2014 00:00,Buy,1.3692,1.3692,1.37004,1.36755,1.36786,1.36786,1.36824,1.364,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944
331,EURUSD,29-06-2014 00:00,Buy,1.3692,1.3692,1.37004,1.36755,1.36786,1.36786,1.36824,1.364,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944
34,EURUSD,01-07-2014 21:00,Sell,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944,1.35945,1.36091,1.35759,1.36042,1.36043,1.36173,1.35882,1.3611799999999998
258,EURUSD,01-07-2014 21:00,Sell,1.36592,1.3659,1.36642,1.3596,1.36097,1.361,1.36112,1.35855,1.35944,1.35945,1.36091,1.35759,1.36042,1.36043,1.36173,1.35882,1.3611799999999998
190,EURJPY,29-07-2014 00:00,Buy,137.697,137.695,137.84799999999998,137.511,137.638,137.638,138.02100000000002,137.566,137.743,137.725,137.909,137.423,137.656,137.654,137.72,137.075,137.225
192,EURJPY,19-08-2014 00:00,Buy,137.569,137.556,137.945,137.465,137.909,137.912,138.001,137.312,137.606,137.58100000000002,137.66899999999998,137.093,137.263,137.261,137.417,137.011,137.018
193,EURJPY,30-09-2014 21:00,Sell,137.441,137.44299999999998,137.721,136.869,137.338,137.343,137.876,137.112,137.35,137.257,137.77,137.045,137.64700000000002,137.648,137.767,136.559,136.843
259,EURUSD,14-10-2014 00:00,Buy,1.28374,1.28374,1.28449,1.27057,1.28086,1.28081,1.28369,1.27436,1.27589,1.27507,1.28168,1.27312,1.28,1.27996,1.28401,1.27144,1.27157
333,EURUSD,14-10-2014 00:00,Buy,1.2837399999999999,1.2837399999999999,1.28449,1.27057,1.28086,1.28081,1.28369,1.27436,1.27589,1.2750700000000001,1.28168,1.27312,1.28,1.27996,1.28401,1.27144,1.27157
